iter	Logloss
327	0.5583928934
328	0.5582024488
329	0.5580475886
330	0.55793404
331	0.5577218188
332	0.5575772164
333	0.557409834
334	0.5571939114
335	0.5570238688
336	0.5568951047
337	0.5567468561
338	0.5566204975
339	0.5563962878
340	0.5561535681
341	0.5560180924
342	0.5557744615
343	0.5555185373
344	0.5553270183
345	0.5551792326
346	0.5550376578
347	0.5549124512
348	0.5547557482
349	0.5546208377
350	0.5544281702
351	0.5542861342
352	0.5540982701
353	0.5539069434
354	0.553706784
355	0.5535718274
356	0.553397226
357	0.5532730335
358	0.5531333063
359	0.552938499
360	0.5527379831
361	0.5525062639
362	0.5522779648
363	0.552116477
364	0.5519612987
365	0.551775317
366	0.5516330222
367	0.5514408454
368	0.5512463433
369	0.5511398702
370	0.5509529201
371	0.5507746198
372	0.5504839749
373	0.5503163076
374	0.5501068564
375	0.5498787974
376	0.5496789671
377	0.5492871783
378	0.5490999237
379	0.5489211136
380	0.5487567739
381	0.5486006969
382	0.548420311
383	0.548295093
384	0.5480997345
385	0.5479175558
386	0.5477388795
387	0.5475976843
388	0.547375873
389	0.5472369679
390	0.5470400974
391	0.5468330173
392	0.5466144959
393	0.5464369939
394	0.5462589198
395	0.5459570044
396	0.5457473042
397	0.5455311842
398	0.5453452542
399	0.5451807627
400	0.5449920665
401	0.5448409915
402	0.5446611282
403	0.5444692463
404	0.5443040842
405	0.5441665879
406	0.5439728195
407	0.5437916323
408	0.5436386544
409	0.5434591882
410	0.5433078922
411	0.5431556438
412	0.5429354654
413	0.5427321357
414	0.5425667445
415	0.5423598234
416	0.5421569409
417	0.5419278909
418	0.5417656797
419	0.5415692765
420	0.5414099989
421	0.5411701307
422	0.540992897
423	0.5408410328
424	0.5406761917
425	0.540533225
426	0.5402179262
427	0.539937268
428	0.5397652973
429	0.5395936188
430	0.5393808526
431	0.5391680552
432	0.5389708915
433	0.5388391067
434	0.5385987975
435	0.5383157008
436	0.5380708423
437	0.5378319066
438	0.537636904
439	0.5374288459
440	0.5372098133
441	0.5370945472
442	0.5368900916
443	0.536526954
444	0.5363768736
445	0.536132838
446	0.5358936854
447	0.535714034
448	0.5355480856
449	0.5353656092
450	0.5351996865
451	0.5350699659
452	0.5348900288
453	0.5347046298
454	0.5344726828
455	0.5342895791
456	0.5341475517
457	0.5339057233
458	0.5337018835
459	0.5335045281
460	0.5333074774
461	0.5331551315
462	0.5329667588
463	0.5326681319
464	0.5324851431
465	0.5322691332
466	0.5320917889
467	0.5318863349
468	0.5317170223
469	0.5314461968
470	0.5312909411
471	0.5310403265
472	0.530783423
473	0.5306490771
474	0.5304812298
475	0.5303124751
476	0.5301098747
477	0.5298429176
478	0.5296158906
479	0.5294142005
480	0.5292486484
481	0.5290559137
482	0.5288570208
483	0.5286589612
484	0.5284295094
485	0.5282785469
486	0.5280892814
487	0.5279400622
488	0.5277576314
489	0.5274497801
490	0.5272766721
491	0.5270877113
492	0.5268591517
493	0.5266725945
494	0.5264617857
495	0.5263097652
496	0.5260662157
497	0.5258801128
498	0.5256386211
499	0.5255126612
500	0.5253020767
501	0.5251037972
502	0.5248446171
503	0.5246642326
504	0.5245198332
505	0.5242891957
506	0.5241218456
507	0.5239547925
508	0.5237890087
509	0.523570471
510	0.5234089154
511	0.5232289945
512	0.5230191021
513	0.5227918518
514	0.522614961
515	0.5224198737
516	0.5222109621
517	0.5220286635
518	0.5218497425
519	0.5216654998
520	0.521519461
521	0.521319297
522	0.5211405251
523	0.5208532668
524	0.5206283724
525	0.5204391988
526	0.5202479719
527	0.5200187353
528	0.5198859726
529	0.5196968702
530	0.5195018085
531	0.5193311694
532	0.5191401369
533	0.5189813597
534	0.5188348457
535	0.5186652683
536	0.5185049715
537	0.5183457783
538	0.5180440483
539	0.5178809789
540	0.5176602652
541	0.5175506208
542	0.5173699489
543	0.5171307192
544	0.5170348304
545	0.5168606415
546	0.5167106045
547	0.5165502952
548	0.5164105889
549	0.5162575951
550	0.5160043754
551	0.5158981095
552	0.5157201993
553	0.5156026198
554	0.5153909231
555	0.5152191805
556	0.5149267802
557	0.5146959507
558	0.5144863979
559	0.5143291686
560	0.5141609837
561	0.5140123499
562	0.5138471923
563	0.5137578568
564	0.5135867061
565	0.5134529605
566	0.5132589845
567	0.5130836735
568	0.5129011458
569	0.5127320719
570	0.5125534386
571	0.5124071668
572	0.5122513102
573	0.5120756683
574	0.5118782649
575	0.5117095711
576	0.5115716551
577	0.5114331445
578	0.5112440455
579	0.5110556407
580	0.5108691819
581	0.5106885319
582	0.5105571127
583	0.5103433295
584	0.5101647216
585	0.510012185
586	0.5099219044
587	0.5098246218
588	0.5096505573
589	0.5095207642
590	0.5093518642
591	0.5091669455
592	0.5090325489
593	0.5088602885
594	0.5086820779
595	0.5085434413
596	0.5082713914
597	0.5080622064
598	0.5079576115
599	0.5077506102
600	0.5075822702
601	0.5074188134
602	0.5072982463
603	0.5071417541
604	0.5069824314
605	0.5068260159
606	0.506696038
607	0.5065427857
608	0.5063835223
609	0.5062031435
610	0.5060708159
611	0.5058840278
612	0.5056823719
613	0.5055028128
614	0.5053586166
615	0.5052244866
616	0.5050384399
617	0.5049054219
618	0.5047594504
619	0.5046240174
620	0.5044477966
621	0.5043365002
622	0.504172192
623	0.50399288
624	0.5038409792
625	0.5036774405
626	0.503511541
627	0.5033756742
628	0.5031499082
629	0.5029370844
630	0.502863139
631	0.5027004508
632	0.5026031848
633	0.5024265888
634	0.5023122853
635	0.502149981
636	0.5019969336
637	0.5018573221
638	0.5017279701
639	0.5015230491
640	0.5013536374
641	0.5012071101
642	0.5009867885
643	0.5008365482
644	0.5006095279
645	0.500559521
646	0.5003810615
647	0.5002115617
648	0.5000701807
649	0.4999408347
650	0.4997901809
651	0.4996464014
652	0.4994967886
653	0.4993923915
654	0.4991915004
655	0.4990295975
656	0.4988765151
657	0.498708661
658	0.498520583
659	0.4983808199
660	0.4982677295
661	0.4981067962
662	0.4979725857
663	0.4977667212
664	0.4976158379
665	0.4974855778
666	0.4973520834
667	0.4972072875
668	0.4970572736
669	0.496915355
670	0.4968271838
671	0.4966567531
672	0.4965114186
673	0.4963942231
674	0.4962616113
675	0.4960811617
676	0.4959193041
677	0.4957968782
678	0.4956892748
679	0.4955360739
680	0.4954228005
681	0.4952991202
682	0.4951056845
683	0.4950099376
684	0.4949381901
685	0.4947003106
686	0.4945350711
687	0.4943742066
688	0.4942914551
689	0.4941352781
690	0.4940285094
691	0.4938697952
692	0.4937355404
693	0.4935789294
694	0.4934787142
695	0.4933684805
696	0.4932646451
697	0.4931670036
698	0.4930132505
699	0.4928423032
700	0.4926842566
701	0.4925505764
702	0.4924070621
703	0.4922836042
704	0.4921695729
705	0.4920431523
706	0.4919203971
707	0.491809693
708	0.4916815226
709	0.4915202331
710	0.4913913054
711	0.4912347924
712	0.4911002951
713	0.4909504079
714	0.4907981187
715	0.4906417239
716	0.4904713853
717	0.4903531195
718	0.4901510861
719	0.4900125038
720	0.4898342757
721	0.4896842082
722	0.4895515324
723	0.4893845572
724	0.4892312058
725	0.4890944532
726	0.4889574191
727	0.488822334
728	0.4886018327
729	0.488479937
730	0.4883373069
731	0.4881238413
732	0.4879951277
733	0.4878501715
734	0.4876776117
735	0.4875484081
736	0.4874145252
737	0.4872846282
738	0.4871735813
739	0.487065103
740	0.4868928301
741	0.4867247086
742	0.486657308
743	0.4865492195
744	0.4863960417
745	0.4862615543
746	0.4861569619
747	0.4860242249
748	0.4859043735
749	0.4857470417
750	0.4856241031
751	0.4854452081
752	0.4852753642
753	0.4851345108
754	0.4850251326
755	0.4849014594
756	0.4847842127
757	0.4846356441
758	0.4844865389
759	0.4844061479
760	0.4842888014
761	0.4841536867
762	0.4840396758
763	0.4838410795
764	0.4837440446
765	0.4836364153
766	0.4835064509
767	0.4834217167
768	0.4833047031
769	0.4832219115
770	0.4831075321
771	0.4829896146
772	0.482844381
773	0.4827451713
774	0.4826456016
775	0.4824884345
776	0.482347358
777	0.4822297443
778	0.482155374
779	0.4820764018
780	0.4819557912
781	0.4818377545
782	0.4816752449
783	0.48156264
784	0.4814208586
785	0.4812417706
786	0.4811432264
787	0.481035589
788	0.4809554731
789	0.4808930323
790	0.4807954943
791	0.480679312
792	0.4805497327
793	0.4804418505
794	0.4803248978
795	0.4801969027
796	0.4800637511
797	0.4799206148
798	0.4798067401
799	0.4796819979
800	0.4795783932
801	0.4794596691
802	0.4793328537
803	0.479224542
804	0.4790772129
805	0.4789370306
806	0.4788068025
807	0.4786986292
808	0.4785974814
809	0.4784927956
810	0.4783732446
811	0.4782479336
812	0.4781963746
813	0.4780452848
814	0.4779629083
815	0.4778276357
816	0.477719245
817	0.4775440666
818	0.4774149035
819	0.4773183644
820	0.4771865132
821	0.4770750555
822	0.4769048962
823	0.4767727939
824	0.4766580104
825	0.4765570341
826	0.4763297085
827	0.4762077545
828	0.4761152785
829	0.4760171418
830	0.4758840871
831	0.4758359278
832	0.4757232398
833	0.4755730862
834	0.4753929688
835	0.4752652868
836	0.4751209828
837	0.4750092557
838	0.4748840661
839	0.474738425
840	0.4746122814
841	0.4744651339
842	0.4743266722
843	0.4742067121
844	0.474087062
845	0.4739492012
846	0.4738558092
847	0.4737301478
848	0.4735955205
849	0.4734814499
850	0.4733321254
851	0.4732044735
852	0.4731065706
853	0.4729747423
854	0.4728944023
855	0.4727159966
856	0.4725891392
857	0.4724712475
858	0.4723350594
859	0.4722256691
860	0.4720802666
861	0.4719619555
862	0.4718440924
863	0.4717189546
864	0.4716207138
865	0.4714803693
866	0.4713366754
867	0.4712113598
868	0.4710963178
869	0.4709863272
870	0.4708736089
871	0.4707424987
872	0.4706331879
873	0.4705200834
874	0.4704402256
875	0.4703893752
876	0.4702764895
877	0.4701413065
878	0.4700334704
879	0.4698920086
880	0.4697643688
881	0.4696842403
882	0.4695508379
883	0.4694412338
884	0.4693487145
885	0.4692501991
886	0.4691160503
887	0.4689978194
888	0.4688617767
889	0.4687421476
890	0.4686564417
891	0.4685427826
892	0.4684004168
893	0.4682734587
894	0.4681691058
895	0.4680457776
896	0.467928634
897	0.4678072931
898	0.4676819702
899	0.4675916915
900	0.4674460091
901	0.467320428
902	0.4672362419
903	0.4671341209
904	0.4670439939
905	0.4669390272
906	0.4668920759
907	0.4667905442
908	0.4666942531
909	0.4666018434
910	0.4664801366
911	0.4663474299
912	0.4662310852
913	0.4661265547
914	0.4660296975
915	0.4659222046
916	0.4657809738
917	0.465629351
918	0.4655349518
919	0.4653918449
920	0.4653497791
921	0.4652167067
922	0.4651118167
923	0.4649899484
924	0.4648875077
925	0.4647649651
926	0.464656536
927	0.4645533778
928	0.4644568385
929	0.4643675097
930	0.4642522516
931	0.464045571
932	0.4639390595
933	0.4638313074
934	0.4637429931
935	0.4636458885
936	0.4635067117
937	0.4634175995
938	0.4632976828
939	0.4631937642
940	0.4631027556
941	0.4630017401
942	0.4628744799
943	0.4627578433
944	0.4627256937
945	0.4626283743
946	0.4625818832
947	0.4624834728
948	0.4623912398
949	0.4622712605
950	0.462125266
951	0.4620223125
952	0.461936523
953	0.461781996
954	0.461662929
955	0.4615695532
956	0.4614526041
957	0.4613902641
958	0.4612727696
959	0.4611220368
960	0.4610546059
961	0.4609339551
962	0.4608373458
963	0.4607258526
964	0.4605957499
965	0.4604801982
966	0.4603478632
967	0.4602459866
968	0.4601240957
969	0.4599732602
970	0.4598719664
971	0.4597712707
972	0.4596347148
973	0.4594916644
974	0.4594004197
975	0.4593591911
976	0.4592630584
977	0.4591494996
978	0.4590467384
979	0.4589676491
980	0.458935072
981	0.4588116998
982	0.4587570692
983	0.4586728249
984	0.458536489
985	0.4584224232
986	0.458339589
987	0.4582121476
988	0.458092459
989	0.4579959776
990	0.4579003274
991	0.4577712133
992	0.4576515623
993	0.4575386481
994	0.4574331856
995	0.4573384209
996	0.4572387583
997	0.4571279014
998	0.4570165988
999	0.456969478
